"Point","Elongation","Force","Position","Code","Samplerate","Motorspeed"
244.4,.241,94.8868,-1.6,0,100,"0.1 mm/min"
244.5,.241,94.9274,-1.6,0,100,"0.1 mm/min"
244.6,.241,94.9524,-1.6,0,100,"0.1 mm/min"
244.7,.241,94.9867,-1.6,0,100,"0.1 mm/min"
244.8,.241,95.0211,-1.6,0,100,"0.1 mm/min"
244.9,.242,95.0617,-1.601,0,100,"0.1 mm/min"
245,.242,95.1054,-1.601,0,100,"0.1 mm/min"
245.1,.242,95.1584,-1.601,0,100,"0.1 mm/min"
245.2,.242,95.1928,-1.601,0,100,"0.1 mm/min"
245.3,.242,95.2271,-1.601,0,100,"0.1 mm/min"
245.4,.242,95.2583,-1.601,0,100,"0.1 mm/min"
245.5,.243,95.2771,-1.602,0,100,"0.1 mm/min"
245.6,.243,95.3114,-1.602,0,100,"0.1 mm/min"
245.7,.243,95.3582,-1.602,0,100,"0.1 mm/min"
245.8,.243,95.3926,-1.602,0,100,"0.1 mm/min"
245.9,.243,95.4363,-1.602,0,100,"0.1 mm/min"
246,.243,95.4831,-1.602,0,100,"0.1 mm/min"
246.1,.243,95.5206,-1.602,0,100,"0.1 mm/min"
246.2,.244,95.5643,-1.603,0,100,"0.1 mm/min"
246.3,.244,95.5955,-1.603,0,100,"0.1 mm/min"
246.4,.244,95.6392,-1.603,0,100,"0.1 mm/min"
246.5,.244,95.6829,-1.603,0,100,"0.1 mm/min"
246.6,.244,95.7297,-1.603,0,100,"0.1 mm/min"
246.7,.244,95.7578,-1.603,0,100,"0.1 mm/min"
246.8,.245,95.7891,-1.604,0,100,"0.1 mm/min"
246.9,.245,95.8203,-1.604,0,100,"0.1 mm/min"
247,.245,95.8577,-1.604,0,100,"0.1 mm/min"
247.1,.245,95.8983,-1.604,0,100,"0.1 mm/min"
247.2,.245,95.9389,-1.604,0,100,"0.1 mm/min"
247.3,.245,95.9857,-1.604,0,100,"0.1 mm/min"
247.4,.246,96.0201,-1.604,0,100,"0.1 mm/min"
247.5,.246,96.0576,-1.604,0,100,"0.1 mm/min"
247.6,.246,96.0888,-1.605,0,100,"0.1 mm/min"
247.7,.246,96.1262,-1.605,0,100,"0.1 mm/min"
247.8,.246,96.1668,-1.605,0,100,"0.1 mm/min"
247.9,.246,96.2012,-1.605,0,100,"0.1 mm/min"
248,.246,96.2449,-1.605,0,100,"0.1 mm/min"
248.1,.246,96.2792,-1.605,0,100,"0.1 mm/min"
248.2,.247,96.3104,-1.606,0,100,"0.1 mm/min"
248.3,.247,96.3573,-1.606,0,100,"0.1 mm/min"
248.4,.247,96.3822,-1.606,0,100,"0.1 mm/min"
248.5,.247,96.4197,-1.606,0,100,"0.1 mm/min"
248.6,.247,96.4572,-1.606,0,100,"0.1 mm/min"
248.7,.248,96.4821,-1.607,0,100,"0.1 mm/min"
248.8,.248,96.5258,-1.607,0,100,"0.1 mm/min"
248.9,.248,96.5539,-1.607,0,100,"0.1 mm/min"
249,.248,96.5883,-1.607,0,100,"0.1 mm/min"
249.1,.248,96.6195,-1.607,0,100,"0.1 mm/min"
249.2,.248,96.6445,-1.607,0,100,"0.1 mm/min"
249.3,.248,96.6695,-1.607,0,100,"0.1 mm/min"
249.4,.248,96.7132,-1.607,0,100,"0.1 mm/min"
249.5,.249,96.7537,-1.608,0,100,"0.1 mm/min"
249.6,.249,96.7975,-1.608,0,100,"0.1 mm/min"
249.7,.249,96.8318,-1.608,0,100,"0.1 mm/min"
249.8,.249,96.8786,-1.608,0,100,"0.1 mm/min"
249.9,.249,96.913,-1.608,0,100,"0.1 mm/min"
250,.249,96.9348,-1.608,0,100,"0.1 mm/min"
250.1,.25,96.9754,-1.609,0,100,"0.1 mm/min"
250.2,.25,97.0191,-1.609,0,100,"0.1 mm/min"
250.3,.25,97.0472,-1.609,0,100,"0.1 mm/min"
250.4,.25,97.0847,-1.609,0,100,"0.1 mm/min"
250.5,.25,97.1253,-1.609,0,100,"0.1 mm/min"
250.6,.25,97.1565,-1.609,0,100,"0.1 mm/min"
250.7,.25,97.1908,-1.609,0,100,"0.1 mm/min"
250.8,.25,97.2283,-1.609,0,100,"0.1 mm/min"
250.9,.251,97.2564,-1.61,0,100,"0.1 mm/min"
251,.251,97.2876,-1.61,0,100,"0.1 mm/min"
251.1,.251,97.3157,-1.61,0,100,"0.1 mm/min"
251.2,.251,97.3625,-1.61,0,100,"0.1 mm/min"
251.3,.251,97.3937,-1.61,0,100,"0.1 mm/min"
251.4,.251,97.4312,-1.61,0,100,"0.1 mm/min"
251.5,.251,97.4656,-1.61,0,100,"0.1 mm/min"
251.6,.252,97.4905,-1.611,0,100,"0.1 mm/min"
251.7,.252,97.5249,-1.611,0,100,"0.1 mm/min"
251.8,.252,97.5623,-1.611,0,100,"0.1 mm/min"
251.9,.252,97.5967,-1.611,0,100,"0.1 mm/min"
252,.252,97.6279,-1.611,0,100,"0.1 mm/min"
252.1,.253,97.6591,-1.612,0,100,"0.1 mm/min"
252.2,.253,97.6997,-1.612,0,100,"0.1 mm/min"
252.3,.253,97.7309,-1.612,0,100,"0.1 mm/min"
252.4,.253,97.7684,-1.612,0,100,"0.1 mm/min"
252.5,.253,97.8027,-1.612,0,100,"0.1 mm/min"
252.6,.253,97.8339,-1.612,0,100,"0.1 mm/min"
252.7,.253,97.8714,-1.612,0,100,"0.1 mm/min"
252.8,.253,97.9026,-1.612,0,100,"0.1 mm/min"
252.9,.254,97.937,-1.613,0,100,"0.1 mm/min"
253,.254,97.9713,-1.613,0,100,"0.1 mm/min"
253.1,.254,98.0025,-1.613,0,100,"0.1 mm/min"
253.2,.254,98.0337,-1.613,0,100,"0.1 mm/min"
253.3,.254,98.0775,-1.613,0,100,"0.1 mm/min"
253.4,.254,98.0993,-1.613,0,100,"0.1 mm/min"
253.5,.255,98.1305,-1.614,0,100,"0.1 mm/min"
253.6,.255,98.1586,-1.614,0,100,"0.1 mm/min"
253.7,.255,98.193,-1.614,0,100,"0.1 mm/min"
253.8,.255,98.2023,-1.614,0,100,"0.1 mm/min"
253.9,.255,98.2242,-1.614,0,100,"0.1 mm/min"
254,.255,98.2585,-1.614,0,100,"0.1 mm/min"
254.1,.255,98.2897,-1.614,0,100,"0.1 mm/min"
254.2,.255,98.3178,-1.614,0,100,"0.1 mm/min"
254.3,.256,98.3491,-1.615,0,100,"0.1 mm/min"
254.4,.256,98.3803,-1.615,0,100,"0.1 mm/min"
254.5,.256,98.4084,-1.615,0,100,"0.1 mm/min"
254.6,.256,98.4427,-1.615,0,100,"0.1 mm/min"
254.7,.256,98.4739,-1.615,0,100,"0.1 mm/min"
254.8,.256,98.5208,-1.615,0,100,"0.1 mm/min"
254.9,.257,98.5426,-1.616,0,100,"0.1 mm/min"
255,.257,98.577,-1.616,0,100,"0.1 mm/min"
255.1,.257,98.6113,-1.616,0,100,"0.1 mm/min"
255.2,.257,98.6425,-1.616,0,100,"0.1 mm/min"
255.3,.257,98.6831,-1.616,0,100,"0.1 mm/min"
255.4,.257,98.7112,-1.616,0,100,"0.1 mm/min"
255.5,.258,98.7455,-1.617,0,100,"0.1 mm/min"
255.6,.258,98.7955,-1.617,0,100,"0.1 mm/min"
255.7,.258,98.8236,-1.617,0,100,"0.1 mm/min"
255.8,.258,98.8642,-1.617,0,100,"0.1 mm/min"
255.9,.258,98.8954,-1.617,0,100,"0.1 mm/min"
256,.258,98.9329,-1.617,0,100,"0.1 mm/min"
256.1,.258,98.9703,-1.617,0,100,"0.1 mm/min"
256.2,.259,99.0078,-1.618,0,100,"0.1 mm/min"
256.3,.259,99.0515,-1.618,0,100,"0.1 mm/min"
256.4,.259,99.0734,-1.618,0,100,"0.1 mm/min"
256.5,.259,99.1108,-1.618,0,100,"0.1 mm/min"
256.6,.259,99.1452,-1.618,0,100,"0.1 mm/min"
256.7,.26,99.1795,-1.619,0,100,"0.1 mm/min"
256.8,.26,99.2107,-1.619,0,100,"0.1 mm/min"
256.9,.26,99.2419,-1.619,0,100,"0.1 mm/min"
257,.26,99.2638,-1.619,0,100,"0.1 mm/min"
257.1,.26,99.295,-1.619,0,100,"0.1 mm/min"
257.2,.26,99.3262,-1.619,0,100,"0.1 mm/min"
257.3,.26,99.3543,-1.619,0,100,"0.1 mm/min"
257.4,.26,99.3918,-1.619,0,100,"0.1 mm/min"
257.5,.261,99.4261,-1.62,0,100,"0.1 mm/min"
257.6,.261,99.4511,-1.62,0,100,"0.1 mm/min"
257.7,.261,99.4698,-1.62,0,100,"0.1 mm/min"
257.8,.261,99.5104,-1.62,0,100,"0.1 mm/min"
257.9,.261,99.5416,-1.62,0,100,"0.1 mm/min"
258,.262,99.576,-1.621,0,100,"0.1 mm/min"
258.1,.262,99.6072,-1.621,0,100,"0.1 mm/min"
258.2,.262,99.6415,-1.621,0,100,"0.1 mm/min"
258.3,.262,99.6665,-1.621,0,100,"0.1 mm/min"
258.4,.262,99.6977,-1.621,0,100,"0.1 mm/min"
258.5,.263,99.729,-1.621,0,100,"0.1 mm/min"
258.6,.263,99.7602,-1.621,0,100,"0.1 mm/min"
258.7,.263,99.7945,-1.622,0,100,"0.1 mm/min"
258.8,.263,99.832,-1.622,0,100,"0.1 mm/min"
258.9,.263,99.8601,-1.622,0,100,"0.1 mm/min"
259,.263,99.8975,-1.622,0,100,"0.1 mm/min"
259.1,.263,99.9319,-1.622,0,100,"0.1 mm/min"
259.2,.264,99.9475,-1.623,0,100,"0.1 mm/min"
259.3,.264,99.9818,-1.623,0,100,"0.1 mm/min"
259.4,.264,100.0131,-1.623,0,100,"0.1 mm/min"
259.5,.264,100.0412,-1.623,0,100,"0.1 mm/min"
259.6,.264,100.0661,-1.623,0,100,"0.1 mm/min"
259.7,.264,100.0849,-1.623,0,100,"0.1 mm/min"
259.8,.265,100.1067,-1.624,0,100,"0.1 mm/min"
259.9,.265,100.1286,-1.624,0,100,"0.1 mm/min"
260,.265,100.1567,-1.624,0,100,"0.1 mm/min"
260.1,.265,100.1879,-1.624,0,100,"0.1 mm/min"
260.2,.265,100.2129,-1.624,0,100,"0.1 mm/min"
260.3,.265,100.241,-1.624,0,100,"0.1 mm/min"
260.4,.265,100.2597,-1.624,0,100,"0.1 mm/min"
260.5,.265,100.2878,-1.624,0,100,"0.1 mm/min"
260.6,.266,100.3128,-1.625,0,100,"0.1 mm/min"
260.7,.266,100.3253,-1.625,0,100,"0.1 mm/min"
260.8,.266,100.3565,-1.625,0,100,"0.1 mm/min"
260.9,.266,100.3783,-1.625,0,100,"0.1 mm/min"
261,.266,100.4095,-1.625,0,100,"0.1 mm/min"
261.1,.266,100.4314,-1.625,0,100,"0.1 mm/min"
261.2,.267,100.4564,-1.626,0,100,"0.1 mm/min"
261.3,.267,100.4938,-1.626,0,100,"0.1 mm/min"
261.4,.267,100.5157,-1.626,0,100,"0.1 mm/min"
261.5,.267,100.5344,-1.626,0,100,"0.1 mm/min"
261.6,.267,100.5656,-1.626,0,100,"0.1 mm/min"
261.7,.267,100.5875,-1.626,0,100,"0.1 mm/min"
261.8,.267,100.6125,-1.626,0,100,"0.1 mm/min"
261.9,.267,100.6406,-1.626,0,100,"0.1 mm/min"
262,.268,100.6562,-1.627,0,100,"0.1 mm/min"
262.1,.268,100.6812,-1.627,0,100,"0.1 mm/min"
262.2,.268,100.7186,-1.627,0,100,"0.1 mm/min"
262.3,.268,100.7467,-1.627,0,100,"0.1 mm/min"
262.4,.268,100.7748,-1.627,0,100,"0.1 mm/min"
262.5,.268,100.7998,-1.627,0,100,"0.1 mm/min"
262.6,.269,100.8279,-1.628,0,100,"0.1 mm/min"
262.7,.269,100.8591,-1.628,0,100,"0.1 mm/min"
262.8,.269,100.8872,-1.628,0,100,"0.1 mm/min"
262.9,.269,100.9153,-1.628,0,100,"0.1 mm/min"
263,.269,100.934,-1.628,0,100,"0.1 mm/min"
263.1,.27,100.9684,-1.629,0,100,"0.1 mm/min"
263.2,.27,100.984,-1.629,0,100,"0.1 mm/min"
263.3,.27,101.0058,-1.629,0,100,"0.1 mm/min"
263.4,.27,101.0339,-1.629,0,100,"0.1 mm/min"
263.5,.27,101.0464,-1.629,0,100,"0.1 mm/min"
263.6,.27,101.0714,-1.629,0,100,"0.1 mm/min"
263.7,.27,101.1026,-1.629,0,100,"0.1 mm/min"
263.8,.27,101.1338,-1.629,0,100,"0.1 mm/min"
263.9,.271,101.1619,-1.63,0,100,"0.1 mm/min"
264,.271,101.2025,-1.63,0,100,"0.1 mm/min"
264.1,.271,101.2088,-1.63,0,100,"0.1 mm/min"
264.2,.271,101.24,-1.63,0,100,"0.1 mm/min"
264.3,.271,101.2556,-1.63,0,100,"0.1 mm/min"
264.4,.271,101.2868,-1.63,0,100,"0.1 mm/min"
264.5,.272,101.3087,-1.631,0,100,"0.1 mm/min"
264.6,.272,101.3336,-1.631,0,100,"0.1 mm/min"
264.7,.272,101.3524,-1.631,0,100,"0.1 mm/min"
264.8,.272,101.3805,-1.631,0,100,"0.1 mm/min"
264.9,.272,101.4086,-1.631,0,100,"0.1 mm/min"
265,.272,101.4367,-1.631,0,100,"0.1 mm/min"
265.1,.272,101.4616,-1.631,0,100,"0.1 mm/min"
265.2,.272,101.4929,-1.631,0,100,"0.1 mm/min"
265.3,.273,101.5241,-1.632,0,100,"0.1 mm/min"
265.4,.273,101.5522,-1.632,0,100,"0.1 mm/min"
265.5,.273,101.574,-1.632,0,100,"0.1 mm/min"
265.6,.273,101.6084,-1.632,0,100,"0.1 mm/min"
265.7,.273,101.6334,-1.632,0,100,"0.1 mm/min"
265.8,.273,101.6677,-1.632,0,100,"0.1 mm/min"
265.9,.274,101.7052,-1.633,0,100,"0.1 mm/min"
266,.274,101.7395,-1.633,0,100,"0.1 mm/min"
266.1,.274,101.7707,-1.633,0,100,"0.1 mm/min"
266.2,.274,101.8051,-1.633,0,100,"0.1 mm/min"
266.3,.274,101.8425,-1.633,0,100,"0.1 mm/min"
266.4,.274,101.8706,-1.633,0,100,"0.1 mm/min"
266.5,.275,101.9174,-1.633,0,100,"0.1 mm/min"
266.6,.275,101.9549,-1.633,0,100,"0.1 mm/min"
266.7,.275,102.0017,-1.634,0,100,"0.1 mm/min"
266.8,.275,102.0423,-1.634,0,100,"0.1 mm/min"
266.9,.275,102.0892,-1.634,0,100,"0.1 mm/min"
267,.275,102.1141,-1.634,0,100,"0.1 mm/min"
267.1,.275,102.1454,-1.634,0,100,"0.1 mm/min"
267.2,.276,102.1734,-1.635,0,100,"0.1 mm/min"
267.3,.276,102.2109,-1.635,0,100,"0.1 mm/min"
267.4,.276,102.2359,-1.635,0,100,"0.1 mm/min"
267.5,.276,102.2702,-1.635,0,100,"0.1 mm/min"
267.6,.276,102.3014,-1.635,0,100,"0.1 mm/min"
267.7,.276,102.3514,-1.635,0,100,"0.1 mm/min"
267.8,.277,102.3982,-1.636,0,100,"0.1 mm/min"
267.9,.277,102.4294,-1.636,0,100,"0.1 mm/min"
268,.277,102.4669,-1.636,0,100,"0.1 mm/min"
268.1,.277,102.5106,-1.636,0,100,"0.1 mm/min"
268.2,.277,102.5418,-1.636,0,100,"0.1 mm/min"
268.3,.277,102.5824,-1.636,0,100,"0.1 mm/min"
268.4,.278,102.6199,-1.637,0,100,"0.1 mm/min"
268.5,.278,102.6511,-1.637,0,100,"0.1 mm/min"
268.6,.278,102.6792,-1.637,0,100,"0.1 mm/min"
268.7,.278,102.7167,-1.637,0,100,"0.1 mm/min"
268.8,.278,102.7541,-1.637,0,100,"0.1 mm/min"
268.9,.278,102.7854,-1.637,0,100,"0.1 mm/min"
269,.279,102.8259,-1.638,0,100,"0.1 mm/min"
269.1,.279,102.8603,-1.638,0,100,"0.1 mm/min"
269.2,.279,102.8946,-1.638,0,100,"0.1 mm/min"
269.3,.279,102.9383,-1.638,0,100,"0.1 mm/min"
269.4,.279,102.9945,-1.638,0,100,"0.1 mm/min"
269.5,.279,103.0382,-1.638,0,100,"0.1 mm/min"
269.6,.279,103.0726,-1.638,0,100,"0.1 mm/min"
269.7,.28,103.11,-1.639,0,100,"0.1 mm/min"
269.8,.28,103.1506,-1.639,0,100,"0.1 mm/min"
269.9,.28,103.1912,-1.639,0,100,"0.1 mm/min"
270,.28,103.2318,-1.639,0,100,"0.1 mm/min"
270.1,.28,103.263,-1.639,0,100,"0.1 mm/min"
270.2,.281,103.3067,-1.64,0,100,"0.1 mm/min"
270.3,.281,103.3473,-1.64,0,100,"0.1 mm/min"
270.4,.281,103.391,-1.64,0,100,"0.1 mm/min"
270.5,.281,103.4347,-1.64,0,100,"0.1 mm/min"
270.6,.281,103.4815,-1.64,0,100,"0.1 mm/min"
270.7,.281,103.5253,-1.64,0,100,"0.1 mm/min"
270.8,.282,103.569,-1.641,0,100,"0.1 mm/min"
270.9,.282,103.6127,-1.641,0,100,"0.1 mm/min"
271,.282,103.6501,-1.641,0,100,"0.1 mm/min"
271.1,.282,103.6813,-1.641,0,100,"0.1 mm/min"
271.2,.282,103.7188,-1.641,0,100,"0.1 mm/min"
271.3,.282,103.7625,-1.641,0,100,"0.1 mm/min"
271.4,.282,103.8,-1.641,0,100,"0.1 mm/min"
271.5,.283,103.8437,-1.642,0,100,"0.1 mm/min"
271.6,.283,103.8812,-1.642,0,100,"0.1 mm/min"
271.7,.283,103.9311,-1.642,0,100,"0.1 mm/min"
271.8,.283,103.9592,-1.642,0,100,"0.1 mm/min"
271.9,.283,103.9967,-1.642,0,100,"0.1 mm/min"
272,.283,104.0404,-1.642,0,100,"0.1 mm/min"
272.1,.284,104.0716,-1.643,0,100,"0.1 mm/min"
272.2,.284,104.1091,-1.643,0,100,"0.1 mm/min"
272.3,.284,104.1434,-1.643,0,100,"0.1 mm/min"
272.4,.284,104.184,-1.643,0,100,"0.1 mm/min"
272.5,.284,104.2433,-1.643,0,100,"0.1 mm/min"
272.6,.284,104.2933,-1.643,0,100,"0.1 mm/min"
272.7,.284,104.337,-1.643,0,100,"0.1 mm/min"
272.8,.284,104.3713,-1.643,0,100,"0.1 mm/min"
272.9,.285,104.415,-1.644,0,100,"0.1 mm/min"
273,.285,104.4556,-1.644,0,100,"0.1 mm/min"
273.1,.285,104.4899,-1.644,0,100,"0.1 mm/min"
273.2,.285,104.5336,-1.644,0,100,"0.1 mm/min"
273.3,.285,104.5742,-1.644,0,100,"0.1 mm/min"
273.4,.285,104.6211,-1.644,0,100,"0.1 mm/min"
273.5,.286,104.6616,-1.645,0,100,"0.1 mm/min"
273.6,.286,104.7053,-1.645,0,100,"0.1 mm/min"
273.7,.286,104.7459,-1.645,0,100,"0.1 mm/min"
273.8,.286,104.7896,-1.645,0,100,"0.1 mm/min"
273.9,.286,104.8302,-1.645,0,100,"0.1 mm/min"
274,.287,104.8677,-1.646,0,100,"0.1 mm/min"
274.1,.287,104.9145,-1.646,0,100,"0.1 mm/min"
274.2,.287,104.9551,-1.646,0,100,"0.1 mm/min"
274.3,.287,104.9926,-1.646,0,100,"0.1 mm/min"
274.4,.287,105.0332,-1.646,0,100,"0.1 mm/min"
274.5,.287,105.0737,-1.646,0,100,"0.1 mm/min"
274.6,.287,105.0956,-1.646,0,100,"0.1 mm/min"
274.7,.287,105.1393,-1.646,0,100,"0.1 mm/min"
274.8,.287,105.1955,-1.646,0,100,"0.1 mm/min"
274.9,.288,105.2298,-1.647,0,100,"0.1 mm/min"
275,.288,105.2798,-1.647,0,100,"0.1 mm/min"
275.1,.288,105.3266,-1.647,0,100,"0.1 mm/min"
275.2,.288,105.3578,-1.647,0,100,"0.1 mm/min"
275.3,.288,105.3891,-1.647,0,100,"0.1 mm/min"
275.4,.288,105.4359,-1.647,0,100,"0.1 mm/min"
275.5,.289,105.4827,-1.648,0,100,"0.1 mm/min"
275.6,.289,105.5233,-1.648,0,100,"0.1 mm/min"
275.7,.289,105.5764,-1.648,0,100,"0.1 mm/min"
275.8,.289,105.6294,-1.648,0,100,"0.1 mm/min"
275.9,.289,105.6607,-1.648,0,100,"0.1 mm/min"
276,.289,105.7075,-1.648,0,100,"0.1 mm/min"
276.1,.289,105.7387,-1.648,0,100,"0.1 mm/min"
276.2,.289,105.7731,-1.648,0,100,"0.1 mm/min"
276.3,.289,105.8168,-1.648,0,100,"0.1 mm/min"
276.4,.29,105.8605,-1.649,0,100,"0.1 mm/min"
276.5,.29,105.8979,-1.649,0,100,"0.1 mm/min"
276.6,.29,105.9448,-1.649,0,100,"0.1 mm/min"
276.7,.29,105.9916,-1.649,0,100,"0.1 mm/min"
276.8,.29,106.0384,-1.649,0,100,"0.1 mm/min"
276.9,.29,106.0821,-1.649,0,100,"0.1 mm/min"
277,.291,106.1133,-1.65,0,100,"0.1 mm/min"
277.1,.291,106.1539,-1.65,0,100,"0.1 mm/min"
277.2,.291,106.1945,-1.65,0,100,"0.1 mm/min"
277.3,.291,106.2289,-1.65,0,100,"0.1 mm/min"
277.4,.291,106.2694,-1.65,0,100,"0.1 mm/min"
277.5,.291,106.2944,-1.65,0,100,"0.1 mm/min"
277.6,.291,106.335,-1.65,0,100,"0.1 mm/min"
277.7,.291,106.3818,-1.65,0,100,"0.1 mm/min"
277.8,.292,106.4287,-1.65,0,100,"0.1 mm/min"
277.9,.292,106.4724,-1.651,0,100,"0.1 mm/min"
278,.292,106.513,-1.651,0,100,"0.1 mm/min"
278.1,.292,106.5442,-1.651,0,100,"0.1 mm/min"
278.2,.292,106.5848,-1.651,0,100,"0.1 mm/min"
278.3,.292,106.6129,-1.651,0,100,"0.1 mm/min"
278.4,.292,106.6534,-1.651,0,100,"0.1 mm/min"
278.5,.292,106.6753,-1.651,0,100,"0.1 mm/min"
278.6,.292,106.7128,-1.651,0,100,"0.1 mm/min"
278.7,.292,106.7565,-1.651,0,100,"0.1 mm/min"
278.8,.293,106.7846,-1.652,0,100,"0.1 mm/min"
278.9,.293,106.822,-1.652,0,100,"0.1 mm/min"
279,.293,106.8626,-1.652,0,100,"0.1 mm/min"
279.1,.293,106.8938,-1.652,0,100,"0.1 mm/min"
279.2,.293,106.9313,-1.652,0,100,"0.1 mm/min"
279.3,.293,106.9688,-1.652,0,100,"0.1 mm/min"
279.4,.294,107.0031,-1.653,0,100,"0.1 mm/min"
279.5,.294,107.0531,-1.653,0,100,"0.1 mm/min"
279.6,.294,107.0968,-1.653,0,100,"0.1 mm/min"
279.7,.294,107.153,-1.653,0,100,"0.1 mm/min"
279.8,.294,107.1904,-1.653,0,100,"0.1 mm/min"
279.9,.294,107.2497,-1.653,0,100,"0.1 mm/min"
280,.294,107.2966,-1.653,0,100,"0.1 mm/min"
280.1,.294,107.3496,-1.653,0,100,"0.1 mm/min"
280.2,.295,107.3965,-1.654,0,100,"0.1 mm/min"
280.3,.295,107.4402,-1.654,0,100,"0.1 mm/min"
280.4,.295,107.4745,-1.654,0,100,"0.1 mm/min"
280.5,.295,107.5213,-1.654,0,100,"0.1 mm/min"
280.6,.295,107.5619,-1.654,0,100,"0.1 mm/min"
280.7,.295,107.615,-1.654,0,100,"0.1 mm/min"
280.8,.296,107.6587,-1.655,0,100,"0.1 mm/min"
280.9,.296,107.718,-1.655,0,100,"0.1 mm/min"
281,.296,107.7649,-1.655,0,100,"0.1 mm/min"
281.1,.296,107.8117,-1.655,0,100,"0.1 mm/min"
281.2,.296,107.8398,-1.655,0,100,"0.1 mm/min"
281.3,.296,107.8897,-1.655,0,100,"0.1 mm/min"
281.4,.296,107.9303,-1.655,0,100,"0.1 mm/min"
281.5,.296,107.9709,-1.655,0,100,"0.1 mm/min"
281.6,.297,108.0177,-1.656,0,100,"0.1 mm/min"
281.7,.297,108.0739,-1.656,0,100,"0.1 mm/min"
281.8,.297,108.1114,-1.656,0,100,"0.1 mm/min"
281.9,.297,108.1645,-1.656,0,100,"0.1 mm/min"
282,.297,108.2019,-1.656,0,100,"0.1 mm/min"
282.1,.297,108.2456,-1.656,0,100,"0.1 mm/min"
282.2,.298,108.2862,-1.657,0,100,"0.1 mm/min"
282.3,.298,108.3331,-1.657,0,100,"0.1 mm/min"
282.4,.298,108.3736,-1.657,0,100,"0.1 mm/min"
282.5,.298,108.4392,-1.657,0,100,"0.1 mm/min"
282.6,.298,108.486,-1.657,0,100,"0.1 mm/min"
282.7,.298,108.5172,-1.657,0,100,"0.1 mm/min"
282.8,.299,108.561,-1.658,0,100,"0.1 mm/min"
282.9,.299,108.6109,-1.658,0,100,"0.1 mm/min"
283,.299,108.6515,-1.658,0,100,"0.1 mm/min"
283.1,.299,108.6921,-1.658,0,100,"0.1 mm/min"
283.2,.299,108.7451,-1.658,0,100,"0.1 mm/min"
283.3,.299,108.8045,-1.658,0,100,"0.1 mm/min"
283.4,.299,108.8451,-1.658,0,100,"0.1 mm/min"
283.5,.299,108.895,-1.658,0,100,"0.1 mm/min"
283.6,.299,108.9293,-1.658,0,100,"0.1 mm/min"
283.7,.3,108.9731,-1.659,0,100,"0.1 mm/min"
283.8,.3,109.023,-1.659,0,100,"0.1 mm/min"
283.9,.3,109.0605,-1.659,0,100,"0.1 mm/min"
284,.3,109.0948,-1.659,0,100,"0.1 mm/min"
284.1,.3,109.151,-1.659,0,100,"0.1 mm/min"
284.2,.3,109.201,-1.659,0,100,"0.1 mm/min"
284.3,.3,109.2447,-1.659,0,100,"0.1 mm/min"
284.4,.301,109.2946,-1.66,0,100,"0.1 mm/min"
284.5,.301,109.3321,-1.66,0,100,"0.1 mm/min"
284.6,.301,109.3727,-1.66,0,100,"0.1 mm/min"
284.7,.301,109.4164,-1.66,0,100,"0.1 mm/min"
284.8,.301,109.4663,-1.66,0,100,"0.1 mm/min"
284.9,.301,109.5131,-1.66,0,100,"0.1 mm/min"
285,.301,109.56,-1.66,0,100,"0.1 mm/min"
285.1,.301,109.5974,-1.66,0,100,"0.1 mm/min"
285.2,.301,109.6474,-1.66,0,100,"0.1 mm/min"
285.3,.302,109.6849,-1.661,0,100,"0.1 mm/min"
285.4,.302,109.7161,-1.661,0,100,"0.1 mm/min"
285.5,.302,109.7567,-1.661,0,100,"0.1 mm/min"
285.6,.302,109.8129,-1.661,0,100,"0.1 mm/min"
285.7,.302,109.8534,-1.661,0,100,"0.1 mm/min"
285.8,.302,109.9096,-1.661,0,100,"0.1 mm/min"
285.9,.302,109.9502,-1.661,0,100,"0.1 mm/min"
286,.303,109.9939,-1.662,0,100,"0.1 mm/min"
286.1,.303,110.0376,-1.662,0,100,"0.1 mm/min"
286.2,.303,110.0751,-1.662,0,100,"0.1 mm/min"
286.3,.303,110.1094,-1.662,0,100,"0.1 mm/min"
286.4,.303,110.1531,-1.662,0,100,"0.1 mm/min"
286.5,.303,110.1906,-1.662,0,100,"0.1 mm/min"
286.6,.303,110.2499,-1.662,0,100,"0.1 mm/min"
286.7,.303,110.3061,-1.662,0,100,"0.1 mm/min"
286.8,.304,110.3405,-1.663,0,100,"0.1 mm/min"
286.9,.304,110.3904,-1.663,0,100,"0.1 mm/min"
287,.304,110.4185,-1.663,0,100,"0.1 mm/min"
287.1,.304,110.4591,-1.663,0,100,"0.1 mm/min"
287.2,.304,110.4966,-1.663,0,100,"0.1 mm/min"
287.3,.304,110.534,-1.663,0,100,"0.1 mm/min"
287.4,.304,110.5933,-1.663,0,100,"0.1 mm/min"
287.5,.304,110.6277,-1.663,0,100,"0.1 mm/min"
287.6,.304,110.6839,-1.663,0,100,"0.1 mm/min"
287.7,.305,110.7213,-1.664,0,100,"0.1 mm/min"
287.8,.305,110.7526,-1.664,0,100,"0.1 mm/min"
287.9,.305,110.8025,-1.664,0,100,"0.1 mm/min"
288,.305,110.8587,-1.664,0,100,"0.1 mm/min"
288.1,.305,110.8962,-1.664,0,100,"0.1 mm/min"
288.2,.305,110.9399,-1.664,0,100,"0.1 mm/min"
288.3,.305,110.9805,-1.664,0,100,"0.1 mm/min"
