"Point","Elongation","Force","Position","Code","Samplerate","Motorspeed"
575.9,.305,65.375,-1.664,0,100,"0.1 mm/min"
576,.305,65.3126,-1.664,0,100,"0.1 mm/min"
576.1,.305,65.2564,-1.664,0,100,"0.1 mm/min"
576.2,.305,65.194,-1.664,0,100,"0.1 mm/min"
576.3,.305,65.1284,-1.664,0,100,"0.1 mm/min"
576.4,.305,65.0722,-1.664,0,100,"0.1 mm/min"
576.5,.305,65.0067,-1.664,0,100,"0.1 mm/min"
576.6,.304,64.9442,-1.663,0,100,"0.1 mm/min"
576.7,.304,64.8787,-1.663,0,100,"0.1 mm/min"
576.8,.304,64.8287,-1.663,0,100,"0.1 mm/min"
576.9,.304,64.7538,-1.663,0,100,"0.1 mm/min"
577,.304,64.7069,-1.663,0,100,"0.1 mm/min"
577.1,.304,64.6508,-1.663,0,100,"0.1 mm/min"
577.2,.304,64.5914,-1.663,0,100,"0.1 mm/min"
577.3,.304,64.5259,-1.663,0,100,"0.1 mm/min"
577.4,.304,64.4666,-1.663,0,100,"0.1 mm/min"
577.5,.304,64.3948,-1.663,0,100,"0.1 mm/min"
577.6,.304,64.3354,-1.663,0,100,"0.1 mm/min"
577.7,.303,64.2792,-1.662,0,100,"0.1 mm/min"
577.8,.303,64.223,-1.662,0,100,"0.1 mm/min"
577.9,.303,64.1669,-1.662,0,100,"0.1 mm/min"
578,.303,64.1138,-1.662,0,100,"0.1 mm/min"
578.1,.303,64.0482,-1.662,0,100,"0.1 mm/min"
578.2,.303,63.9951,-1.662,0,100,"0.1 mm/min"
578.3,.303,63.9265,-1.662,0,100,"0.1 mm/min"
578.4,.303,63.8578,-1.662,0,100,"0.1 mm/min"
578.5,.303,63.8078,-1.662,0,100,"0.1 mm/min"
578.6,.302,63.7579,-1.661,0,100,"0.1 mm/min"
578.7,.302,63.6986,-1.661,0,100,"0.1 mm/min"
578.8,.302,63.6392,-1.661,0,100,"0.1 mm/min"
578.9,.302,63.5862,-1.661,0,100,"0.1 mm/min"
579,.302,63.5206,-1.661,0,100,"0.1 mm/min"
579.1,.302,63.4582,-1.661,0,100,"0.1 mm/min"
579.2,.302,63.3926,-1.661,0,100,"0.1 mm/min"
579.3,.302,63.3364,-1.661,0,100,"0.1 mm/min"
579.4,.302,63.2896,-1.661,0,100,"0.1 mm/min"
579.5,.301,63.224,-1.66,0,100,"0.1 mm/min"
579.6,.301,63.1678,-1.66,0,100,"0.1 mm/min"
579.7,.301,63.1023,-1.66,0,100,"0.1 mm/min"
579.8,.301,63.0367,-1.66,0,100,"0.1 mm/min"
579.9,.301,62.9836,-1.66,0,100,"0.1 mm/min"
580,.301,62.9306,-1.66,0,100,"0.1 mm/min"
580.1,.301,62.8681,-1.66,0,100,"0.1 mm/min"
580.2,.301,62.815,-1.66,0,100,"0.1 mm/min"
580.3,.301,62.7432,-1.66,0,100,"0.1 mm/min"
580.4,.301,62.6808,-1.66,0,100,"0.1 mm/min"
580.5,.301,62.6215,-1.66,0,100,"0.1 mm/min"
580.6,.301,62.5747,-1.66,0,100,"0.1 mm/min"
580.7,.3,62.5216,-1.659,0,100,"0.1 mm/min"
580.8,.3,62.4591,-1.659,0,100,"0.1 mm/min"
580.9,.3,62.3967,-1.659,0,100,"0.1 mm/min"
581,.3,62.328,-1.659,0,100,"0.1 mm/min"
581.1,.3,62.275,-1.659,0,100,"0.1 mm/min"
581.2,.3,62.2156,-1.659,0,100,"0.1 mm/min"
581.3,.3,62.1532,-1.659,0,100,"0.1 mm/min"
581.4,.299,62.0814,-1.658,0,100,"0.1 mm/min"
581.5,.299,62.0283,-1.658,0,100,"0.1 mm/min"
581.6,.299,61.9752,-1.658,0,100,"0.1 mm/min"
581.7,.299,61.9066,-1.658,0,100,"0.1 mm/min"
581.8,.299,61.8504,-1.658,0,100,"0.1 mm/min"
581.9,.299,61.7786,-1.658,0,100,"0.1 mm/min"
582,.299,61.7161,-1.658,0,100,"0.1 mm/min"
582.1,.299,61.6537,-1.658,0,100,"0.1 mm/min"
582.2,.299,61.6037,-1.658,0,100,"0.1 mm/min"
582.3,.299,61.5413,-1.658,0,100,"0.1 mm/min"
582.4,.298,61.4851,-1.657,0,100,"0.1 mm/min"
582.5,.298,61.4258,-1.657,0,100,"0.1 mm/min"
582.6,.298,61.3696,-1.657,0,100,"0.1 mm/min"
582.7,.298,61.3009,-1.657,0,100,"0.1 mm/min"
582.8,.298,61.2385,-1.657,0,100,"0.1 mm/min"
582.9,.298,61.1823,-1.657,0,100,"0.1 mm/min"
583,.298,61.1323,-1.657,0,100,"0.1 mm/min"
583.1,.298,61.0699,-1.657,0,100,"0.1 mm/min"
583.2,.297,61.0074,-1.656,0,100,"0.1 mm/min"
583.3,.297,60.9388,-1.656,0,100,"0.1 mm/min"
583.4,.297,60.8857,-1.656,0,100,"0.1 mm/min"
583.5,.297,60.8232,-1.656,0,100,"0.1 mm/min"
583.6,.297,60.7639,-1.656,0,100,"0.1 mm/min"
583.7,.297,60.7109,-1.656,0,100,"0.1 mm/min"
583.8,.297,60.6515,-1.656,0,100,"0.1 mm/min"
583.9,.297,60.5953,-1.656,0,100,"0.1 mm/min"
584,.296,60.5267,-1.655,0,100,"0.1 mm/min"
584.1,.296,60.4673,-1.655,0,100,"0.1 mm/min"
584.2,.296,60.4049,-1.655,0,100,"0.1 mm/min"
584.3,.296,60.3331,-1.655,0,100,"0.1 mm/min"
584.4,.296,60.2738,-1.655,0,100,"0.1 mm/min"
584.5,.296,60.2238,-1.655,0,100,"0.1 mm/min"
584.6,.296,60.1614,-1.655,0,100,"0.1 mm/min"
584.7,.296,60.1052,-1.655,0,100,"0.1 mm/min"
584.8,.296,60.0365,-1.655,0,100,"0.1 mm/min"
584.9,.296,59.9741,-1.655,0,100,"0.1 mm/min"
585,.296,59.9116,-1.655,0,100,"0.1 mm/min"
585.1,.296,59.8461,-1.655,0,100,"0.1 mm/min"
585.2,.295,59.7836,-1.654,0,100,"0.1 mm/min"
585.3,.295,59.7274,-1.654,0,100,"0.1 mm/min"
585.4,.295,59.6744,-1.654,0,100,"0.1 mm/min"
585.5,.295,59.6088,-1.654,0,100,"0.1 mm/min"
585.6,.295,59.5464,-1.654,0,100,"0.1 mm/min"
585.7,.295,59.4871,-1.654,0,100,"0.1 mm/min"
585.8,.295,59.4371,-1.654,0,100,"0.1 mm/min"
585.9,.295,59.3653,-1.654,0,100,"0.1 mm/min"
586,.294,59.3247,-1.653,0,100,"0.1 mm/min"
586.1,.294,59.256,-1.653,0,100,"0.1 mm/min"
586.2,.294,59.1905,-1.653,0,100,"0.1 mm/min"
586.3,.294,59.1343,-1.653,0,100,"0.1 mm/min"
586.4,.294,59.0906,-1.653,0,100,"0.1 mm/min"
586.5,.294,59.0281,-1.653,0,100,"0.1 mm/min"
586.6,.294,58.9688,-1.653,0,100,"0.1 mm/min"
586.7,.294,58.9157,-1.653,0,100,"0.1 mm/min"
586.8,.294,58.8564,-1.653,0,100,"0.1 mm/min"
586.9,.294,58.7815,-1.653,0,100,"0.1 mm/min"
587,.293,58.7253,-1.652,0,100,"0.1 mm/min"
587.1,.293,58.6691,-1.652,0,100,"0.1 mm/min"
587.2,.293,58.6191,-1.652,0,100,"0.1 mm/min"
587.3,.293,58.5692,-1.652,0,100,"0.1 mm/min"
587.4,.293,58.5068,-1.652,0,100,"0.1 mm/min"
587.5,.293,58.4412,-1.652,0,100,"0.1 mm/min"
587.6,.293,58.3788,-1.652,0,100,"0.1 mm/min"
587.7,.293,58.3194,-1.652,0,100,"0.1 mm/min"
587.8,.293,58.257,-1.652,0,100,"0.1 mm/min"
587.9,.293,58.2008,-1.652,0,100,"0.1 mm/min"
588,.292,58.1509,-1.651,0,100,"0.1 mm/min"
588.1,.292,58.1009,-1.651,0,100,"0.1 mm/min"
588.2,.292,58.0353,-1.651,0,100,"0.1 mm/min"
588.3,.292,57.9729,-1.651,0,100,"0.1 mm/min"
588.4,.292,57.9105,-1.651,0,100,"0.1 mm/min"
588.5,.292,57.8543,-1.651,0,100,"0.1 mm/min"
588.6,.292,57.795,-1.651,0,100,"0.1 mm/min"
588.7,.292,57.7356,-1.651,0,100,"0.1 mm/min"
588.8,.292,57.6857,-1.65,0,100,"0.1 mm/min"
588.9,.292,57.6264,-1.65,0,100,"0.1 mm/min"
589,.291,57.5639,-1.65,0,100,"0.1 mm/min"
589.1,.291,57.5077,-1.65,0,100,"0.1 mm/min"
589.2,.291,57.4453,-1.65,0,100,"0.1 mm/min"
589.3,.291,57.386,-1.65,0,100,"0.1 mm/min"
589.4,.291,57.3329,-1.65,0,100,"0.1 mm/min"
589.5,.291,57.2798,-1.65,0,100,"0.1 mm/min"
589.6,.291,57.2236,-1.65,0,100,"0.1 mm/min"
589.7,.291,57.1643,-1.65,0,100,"0.1 mm/min"
589.8,.29,57.105,-1.649,0,100,"0.1 mm/min"
589.9,.29,57.0394,-1.649,0,100,"0.1 mm/min"
590,.29,57.002,-1.649,0,100,"0.1 mm/min"
590.1,.29,56.9458,-1.649,0,100,"0.1 mm/min"
590.2,.29,56.899,-1.649,0,100,"0.1 mm/min"
590.3,.29,56.8209,-1.649,0,100,"0.1 mm/min"
590.4,.29,56.7616,-1.649,0,100,"0.1 mm/min"
590.5,.29,56.7085,-1.649,0,100,"0.1 mm/min"
590.6,.289,56.6617,-1.648,0,100,"0.1 mm/min"
590.7,.289,56.6086,-1.648,0,100,"0.1 mm/min"
590.8,.289,56.5555,-1.648,0,100,"0.1 mm/min"
590.9,.289,56.4993,-1.648,0,100,"0.1 mm/min"
591,.289,56.44,-1.648,0,100,"0.1 mm/min"
591.1,.289,56.3901,-1.648,0,100,"0.1 mm/min"
591.2,.289,56.3339,-1.648,0,100,"0.1 mm/min"
591.3,.289,56.2839,-1.648,0,100,"0.1 mm/min"
591.4,.289,56.2059,-1.648,0,100,"0.1 mm/min"
591.5,.289,56.1528,-1.648,0,100,"0.1 mm/min"
591.6,.289,56.0997,-1.648,0,100,"0.1 mm/min"
591.7,.289,56.0498,-1.648,0,100,"0.1 mm/min"
591.8,.288,55.9936,-1.647,0,100,"0.1 mm/min"
591.9,.288,55.9249,-1.647,0,100,"0.1 mm/min"
592,.288,55.8687,-1.647,0,100,"0.1 mm/min"
592.1,.288,55.8094,-1.647,0,100,"0.1 mm/min"
592.2,.288,55.7594,-1.647,0,100,"0.1 mm/min"
592.3,.288,55.7001,-1.647,0,100,"0.1 mm/min"
592.4,.288,55.6346,-1.647,0,100,"0.1 mm/min"
592.5,.288,55.5596,-1.647,0,100,"0.1 mm/min"
592.6,.287,55.5097,-1.646,0,100,"0.1 mm/min"
592.7,.287,55.4566,-1.646,0,100,"0.1 mm/min"
592.8,.287,55.4035,-1.646,0,100,"0.1 mm/min"
592.9,.287,55.338,-1.646,0,100,"0.1 mm/min"
593,.287,55.288,-1.646,0,100,"0.1 mm/min"
593.1,.287,55.2256,-1.646,0,100,"0.1 mm/min"
593.2,.287,55.16,-1.646,0,100,"0.1 mm/min"
593.3,.287,55.107,-1.646,0,100,"0.1 mm/min"
593.4,.287,55.0632,-1.646,0,100,"0.1 mm/min"
593.5,.287,55.0008,-1.646,0,100,"0.1 mm/min"
593.6,.287,54.9415,-1.646,0,100,"0.1 mm/min"
593.7,.287,54.8728,-1.646,0,100,"0.1 mm/min"
593.8,.286,54.8166,-1.645,0,100,"0.1 mm/min"
593.9,.286,54.7667,-1.645,0,100,"0.1 mm/min"
594,.286,54.7105,-1.645,0,100,"0.1 mm/min"
594.1,.286,54.6449,-1.645,0,100,"0.1 mm/min"
594.2,.286,54.5918,-1.645,0,100,"0.1 mm/min"
594.3,.286,54.5294,-1.645,0,100,"0.1 mm/min"
594.4,.286,54.4732,-1.645,0,100,"0.1 mm/min"
594.5,.286,54.4139,-1.645,0,100,"0.1 mm/min"
594.6,.285,54.3608,-1.644,0,100,"0.1 mm/min"
594.7,.285,54.2859,-1.644,0,100,"0.1 mm/min"
594.8,.285,54.2266,-1.644,0,100,"0.1 mm/min"
594.9,.285,54.1766,-1.644,0,100,"0.1 mm/min"
595,.285,54.1298,-1.644,0,100,"0.1 mm/min"
595.1,.285,54.0736,-1.644,0,100,"0.1 mm/min"
595.2,.285,54.0112,-1.644,0,100,"0.1 mm/min"
595.3,.285,53.9581,-1.644,0,100,"0.1 mm/min"
595.4,.285,53.8925,-1.644,0,100,"0.1 mm/min"
595.5,.285,53.8332,-1.644,0,100,"0.1 mm/min"
595.6,.284,53.7833,-1.643,0,100,"0.1 mm/min"
595.7,.284,53.7302,-1.643,0,100,"0.1 mm/min"
595.8,.284,53.6709,-1.643,0,100,"0.1 mm/min"
595.9,.284,53.6084,-1.643,0,100,"0.1 mm/min"
596,.284,53.5585,-1.643,0,100,"0.1 mm/min"
596.1,.284,53.4898,-1.643,0,100,"0.1 mm/min"
596.2,.284,53.443,-1.643,0,100,"0.1 mm/min"
596.3,.284,53.3899,-1.643,0,100,"0.1 mm/min"
596.4,.284,53.3306,-1.643,0,100,"0.1 mm/min"
596.5,.284,53.2775,-1.643,0,100,"0.1 mm/min"
596.6,.284,53.2244,-1.643,0,100,"0.1 mm/min"
596.7,.284,53.1651,-1.643,0,100,"0.1 mm/min"
596.8,.283,53.0995,-1.642,0,100,"0.1 mm/min"
596.9,.283,53.0402,-1.642,0,100,"0.1 mm/min"
597,.283,52.9903,-1.642,0,100,"0.1 mm/min"
597.1,.283,52.931,-1.642,0,100,"0.1 mm/min"
597.2,.283,52.8841,-1.642,0,100,"0.1 mm/min"
597.3,.283,52.8217,-1.642,0,100,"0.1 mm/min"
597.4,.283,52.7624,-1.642,0,100,"0.1 mm/min"
597.5,.283,52.7062,-1.642,0,100,"0.1 mm/min"
597.6,.283,52.6437,-1.642,0,100,"0.1 mm/min"
597.7,.283,52.5844,-1.642,0,100,"0.1 mm/min"
597.8,.282,52.5407,-1.641,0,100,"0.1 mm/min"
597.9,.282,52.4908,-1.641,0,100,"0.1 mm/min"
598,.282,52.4221,-1.641,0,100,"0.1 mm/min"
598.1,.282,52.369,-1.641,0,100,"0.1 mm/min"
598.2,.282,52.2972,-1.641,0,100,"0.1 mm/min"
598.3,.282,52.2473,-1.641,0,100,"0.1 mm/min"
598.4,.282,52.1848,-1.641,0,100,"0.1 mm/min"
598.5,.282,52.1349,-1.641,0,100,"0.1 mm/min"
598.6,.282,52.0724,-1.641,0,100,"0.1 mm/min"
598.7,.282,52.0069,-1.641,0,100,"0.1 mm/min"
598.8,.282,51.9507,-1.641,0,100,"0.1 mm/min"
598.9,.282,51.8945,-1.641,0,100,"0.1 mm/min"
599,.282,51.8383,-1.641,0,100,"0.1 mm/min"
599.1,.281,51.7883,-1.64,0,100,"0.1 mm/min"
599.2,.281,51.7415,-1.64,0,100,"0.1 mm/min"
599.3,.281,51.6759,-1.64,0,100,"0.1 mm/min"
599.4,.281,51.6104,-1.64,0,100,"0.1 mm/min"
599.5,.281,51.5479,-1.64,0,100,"0.1 mm/min"
599.6,.281,51.5074,-1.64,0,100,"0.1 mm/min"
599.7,.281,51.448,-1.64,0,100,"0.1 mm/min"
599.8,.281,51.395,-1.64,0,100,"0.1 mm/min"
599.9,.281,51.3481,-1.64,0,100,"0.1 mm/min"
600,.28,51.2919,-1.639,0,100,"0.1 mm/min"
600.1,.28,51.2326,-1.639,0,100,"0.1 mm/min"
600.2,.28,51.1764,-1.639,0,100,"0.1 mm/min"
600.3,.28,51.1202,-1.639,0,100,"0.1 mm/min"
600.4,.28,51.0734,-1.639,0,100,"0.1 mm/min"
600.5,.28,51.0203,-1.639,0,100,"0.1 mm/min"
600.6,.28,50.9673,-1.639,0,100,"0.1 mm/min"
600.7,.28,50.9204,-1.639,0,100,"0.1 mm/min"
600.8,.279,50.8455,-1.638,0,100,"0.1 mm/min"
600.9,.279,50.7831,-1.638,0,100,"0.1 mm/min"
601,.279,50.73,-1.638,0,100,"0.1 mm/min"
601.1,.279,50.6832,-1.638,0,100,"0.1 mm/min"
601.2,.279,50.6363,-1.638,0,100,"0.1 mm/min"
601.3,.279,50.5801,-1.638,0,100,"0.1 mm/min"
601.4,.279,50.5177,-1.638,0,100,"0.1 mm/min"
601.5,.279,50.4646,-1.638,0,100,"0.1 mm/min"
601.6,.279,50.4115,-1.638,0,100,"0.1 mm/min"
601.7,.279,50.3397,-1.638,0,100,"0.1 mm/min"
601.8,.279,50.2929,-1.638,0,100,"0.1 mm/min"
601.9,.278,50.243,-1.637,0,100,"0.1 mm/min"
602,.278,50.1993,-1.637,0,100,"0.1 mm/min"
602.1,.278,50.1274,-1.637,0,100,"0.1 mm/min"
602.2,.278,50.09,-1.637,0,100,"0.1 mm/min"
602.3,.278,50.0275,-1.637,0,100,"0.1 mm/min"
602.4,.278,49.9714,-1.637,0,100,"0.1 mm/min"
602.5,.278,49.9152,-1.637,0,100,"0.1 mm/min"
602.6,.278,49.8621,-1.637,0,100,"0.1 mm/min"
602.7,.278,49.8121,-1.637,0,100,"0.1 mm/min"
602.8,.277,49.7684,-1.636,0,100,"0.1 mm/min"
602.9,.277,49.7091,-1.636,0,100,"0.1 mm/min"
603,.277,49.6529,-1.636,0,100,"0.1 mm/min"
603.1,.277,49.5998,-1.636,0,100,"0.1 mm/min"
603.2,.277,49.5374,-1.636,0,100,"0.1 mm/min"
603.3,.277,49.4999,-1.636,0,100,"0.1 mm/min"
603.4,.277,49.4375,-1.636,0,100,"0.1 mm/min"
603.5,.277,49.3907,-1.636,0,100,"0.1 mm/min"
603.6,.277,49.347,-1.636,0,100,"0.1 mm/min"
603.7,.277,49.2814,-1.636,0,100,"0.1 mm/min"
603.8,.277,49.2221,-1.636,0,100,"0.1 mm/min"
603.9,.277,49.1784,-1.636,0,100,"0.1 mm/min"
604,.276,49.1284,-1.635,0,100,"0.1 mm/min"
604.1,.276,49.0754,-1.635,0,100,"0.1 mm/min"
604.2,.276,49.016,-1.635,0,100,"0.1 mm/min"
604.3,.276,48.9661,-1.635,0,100,"0.1 mm/min"
604.4,.276,48.9099,-1.635,0,100,"0.1 mm/min"
604.5,.276,48.8568,-1.635,0,100,"0.1 mm/min"
604.6,.276,48.7975,-1.635,0,100,"0.1 mm/min"
604.7,.276,48.7507,-1.635,0,100,"0.1 mm/min"
604.8,.276,48.6914,-1.635,0,100,"0.1 mm/min"
604.9,.275,48.6258,-1.634,0,100,"0.1 mm/min"
605,.275,48.5758,-1.634,0,100,"0.1 mm/min"
605.1,.275,48.5196,-1.634,0,100,"0.1 mm/min"
605.2,.275,48.4728,-1.634,0,100,"0.1 mm/min"
605.3,.275,48.426,-1.634,0,100,"0.1 mm/min"
605.4,.275,48.3635,-1.634,0,100,"0.1 mm/min"
605.5,.275,48.3011,-1.634,0,100,"0.1 mm/min"
605.6,.275,48.2449,-1.634,0,100,"0.1 mm/min"
605.7,.275,48.1856,-1.634,0,100,"0.1 mm/min"
605.8,.275,48.1325,-1.634,0,100,"0.1 mm/min"
605.9,.275,48.0795,-1.633,0,100,"0.1 mm/min"
606,.275,48.0295,-1.633,0,100,"0.1 mm/min"
606.1,.275,47.9764,-1.633,0,100,"0.1 mm/min"
606.2,.274,47.9296,-1.633,0,100,"0.1 mm/min"
606.3,.274,47.864,-1.633,0,100,"0.1 mm/min"
606.4,.274,47.8172,-1.633,0,100,"0.1 mm/min"
606.5,.274,47.7673,-1.633,0,100,"0.1 mm/min"
606.6,.274,47.7173,-1.633,0,100,"0.1 mm/min"
606.7,.274,47.6642,-1.633,0,100,"0.1 mm/min"
606.8,.274,47.5955,-1.633,0,100,"0.1 mm/min"
606.9,.274,47.5487,-1.633,0,100,"0.1 mm/min"
607,.274,47.4925,-1.633,0,100,"0.1 mm/min"
607.1,.273,47.4426,-1.632,0,100,"0.1 mm/min"
607.2,.273,47.3833,-1.632,0,100,"0.1 mm/min"
607.3,.273,47.3333,-1.632,0,100,"0.1 mm/min"
607.4,.273,47.2865,-1.632,0,100,"0.1 mm/min"
607.5,.273,47.2334,-1.632,0,100,"0.1 mm/min"
607.6,.273,47.1741,-1.632,0,100,"0.1 mm/min"
607.7,.273,47.121,-1.632,0,100,"0.1 mm/min"
607.8,.273,47.0648,-1.632,0,100,"0.1 mm/min"
607.9,.273,47.0024,-1.632,0,100,"0.1 mm/min"
608,.272,46.9556,-1.631,0,100,"0.1 mm/min"
608.1,.272,46.9056,-1.631,0,100,"0.1 mm/min"
608.2,.272,46.8619,-1.631,0,100,"0.1 mm/min"
608.3,.272,46.7995,-1.631,0,100,"0.1 mm/min"
608.4,.272,46.737,-1.631,0,100,"0.1 mm/min"
608.5,.272,46.6777,-1.631,0,100,"0.1 mm/min"
608.6,.272,46.6309,-1.631,0,100,"0.1 mm/min"
608.7,.272,46.5809,-1.631,0,100,"0.1 mm/min"
608.8,.272,46.5216,-1.631,0,100,"0.1 mm/min"
608.9,.272,46.4685,-1.631,0,100,"0.1 mm/min"
609,.272,46.4155,-1.631,0,100,"0.1 mm/min"
609.1,.272,46.3593,-1.631,0,100,"0.1 mm/min"
609.2,.272,46.2999,-1.631,0,100,"0.1 mm/min"
609.3,.271,46.2469,-1.63,0,100,"0.1 mm/min"
609.4,.271,46.1938,-1.63,0,100,"0.1 mm/min"
609.5,.271,46.1376,-1.63,0,100,"0.1 mm/min"
609.6,.271,46.0845,-1.63,0,100,"0.1 mm/min"
609.7,.271,46.0346,-1.63,0,100,"0.1 mm/min"
609.8,.271,45.969,-1.63,0,100,"0.1 mm/min"
609.9,.271,45.9159,-1.63,0,100,"0.1 mm/min"
610,.271,45.8691,-1.63,0,100,"0.1 mm/min"
610.1,.271,45.8067,-1.63,0,100,"0.1 mm/min"
610.2,.27,45.7598,-1.629,0,100,"0.1 mm/min"
610.3,.27,45.7068,-1.629,0,100,"0.1 mm/min"
610.4,.27,45.6506,-1.629,0,100,"0.1 mm/min"
610.5,.27,45.5788,-1.629,0,100,"0.1 mm/min"
610.6,.27,45.5351,-1.629,0,100,"0.1 mm/min"
610.7,.27,45.4851,-1.629,0,100,"0.1 mm/min"
610.8,.27,45.4289,-1.629,0,100,"0.1 mm/min"
610.9,.27,45.379,-1.629,0,100,"0.1 mm/min"
611,.27,45.329,-1.629,0,100,"0.1 mm/min"
611.1,.27,45.2759,-1.629,0,100,"0.1 mm/min"
611.2,.27,45.2229,-1.629,0,100,"0.1 mm/min"
611.3,.27,45.1604,-1.629,0,100,"0.1 mm/min"
611.4,.269,45.1074,-1.628,0,100,"0.1 mm/min"
611.5,.269,45.0543,-1.628,0,100,"0.1 mm/min"
611.6,.269,45.0043,-1.628,0,100,"0.1 mm/min"
611.7,.269,44.9575,-1.628,0,100,"0.1 mm/min"
611.8,.269,44.8982,-1.628,0,100,"0.1 mm/min"
611.9,.269,44.8451,-1.628,0,100,"0.1 mm/min"
612,.269,44.7827,-1.628,0,100,"0.1 mm/min"
612.1,.269,44.7327,-1.628,0,100,"0.1 mm/min"
612.2,.269,44.6765,-1.628,0,100,"0.1 mm/min"
612.3,.268,44.6297,-1.627,0,100,"0.1 mm/min"
612.4,.268,44.5673,-1.627,0,100,"0.1 mm/min"
612.5,.268,44.5079,-1.627,0,100,"0.1 mm/min"
612.6,.268,44.4549,-1.627,0,100,"0.1 mm/min"
612.7,.268,44.4049,-1.627,0,100,"0.1 mm/min"
612.8,.268,44.355,-1.627,0,100,"0.1 mm/min"
612.9,.268,44.2957,-1.627,0,100,"0.1 mm/min"
613,.268,44.2426,-1.627,0,100,"0.1 mm/min"
613.1,.268,44.1864,-1.627,0,100,"0.1 mm/min"
613.2,.267,44.1364,-1.626,0,100,"0.1 mm/min"
613.3,.267,44.0771,-1.626,0,100,"0.1 mm/min"
613.4,.267,44.0116,-1.626,0,100,"0.1 mm/min"
613.5,.267,43.9678,-1.626,0,100,"0.1 mm/min"
613.6,.267,43.921,-1.626,0,100,"0.1 mm/min"
613.7,.267,43.8648,-1.626,0,100,"0.1 mm/min"
613.8,.267,43.8086,-1.626,0,100,"0.1 mm/min"
613.9,.267,43.7431,-1.626,0,100,"0.1 mm/min"
614,.267,43.7025,-1.626,0,100,"0.1 mm/min"
614.1,.267,43.6463,-1.626,0,100,"0.1 mm/min"
614.2,.267,43.5963,-1.626,0,100,"0.1 mm/min"
614.3,.266,43.5401,-1.625,0,100,"0.1 mm/min"
614.4,.266,43.4933,-1.625,0,100,"0.1 mm/min"
614.5,.266,43.4246,-1.625,0,100,"0.1 mm/min"
614.6,.266,43.384,-1.625,0,100,"0.1 mm/min"
614.7,.266,43.3216,-1.625,0,100,"0.1 mm/min"
614.8,.266,43.281,-1.625,0,100,"0.1 mm/min"
614.9,.266,43.2279,-1.625,0,100,"0.1 mm/min"
615,.266,43.1686,-1.625,0,100,"0.1 mm/min"
615.1,.265,43.1218,-1.624,0,100,"0.1 mm/min"
615.2,.265,43.0718,-1.624,0,100,"0.1 mm/min"
615.3,.265,43.0281,-1.624,0,100,"0.1 mm/min"
615.4,.265,42.9719,-1.624,0,100,"0.1 mm/min"
615.5,.265,42.9251,-1.624,0,100,"0.1 mm/min"
615.6,.265,42.8689,-1.624,0,100,"0.1 mm/min"
615.7,.265,42.8158,-1.624,0,100,"0.1 mm/min"
615.8,.265,42.7565,-1.624,0,100,"0.1 mm/min"
615.9,.265,42.7035,-1.624,0,100,"0.1 mm/min"
616,.265,42.6691,-1.624,0,100,"0.1 mm/min"
616.1,.264,42.616,-1.623,0,100,"0.1 mm/min"
616.2,.264,42.5661,-1.623,0,100,"0.1 mm/min"
616.3,.264,42.5224,-1.623,0,100,"0.1 mm/min"
616.4,.264,42.4537,-1.623,0,100,"0.1 mm/min"
616.5,.264,42.3975,-1.623,0,100,"0.1 mm/min"
616.6,.264,42.3507,-1.623,0,100,"0.1 mm/min"
616.7,.264,42.3007,-1.623,0,100,"0.1 mm/min"
616.8,.263,42.2383,-1.622,0,100,"0.1 mm/min"
616.9,.263,42.1883,-1.622,0,100,"0.1 mm/min"
617,.263,42.1415,-1.622,0,100,"0.1 mm/min"
617.1,.263,42.0822,-1.622,0,100,"0.1 mm/min"
617.2,.263,42.0385,-1.622,0,100,"0.1 mm/min"
617.3,.263,41.9823,-1.622,0,100,"0.1 mm/min"
617.4,.263,41.9323,-1.622,0,100,"0.1 mm/min"
617.5,.263,41.8793,-1.622,0,100,"0.1 mm/min"
617.6,.263,41.8231,-1.621,0,100,"0.1 mm/min"
617.7,.263,41.7669,-1.621,0,100,"0.1 mm/min"
617.8,.263,41.7169,-1.621,0,100,"0.1 mm/min"
617.9,.262,41.6638,-1.621,0,100,"0.1 mm/min"
618,.262,41.6264,-1.621,0,100,"0.1 mm/min"
618.1,.262,41.5671,-1.621,0,100,"0.1 mm/min"
618.2,.262,41.5202,-1.621,0,100,"0.1 mm/min"
618.3,.262,41.464,-1.621,0,100,"0.1 mm/min"
618.4,.262,41.4203,-1.621,0,100,"0.1 mm/min"
618.5,.262,41.3673,-1.621,0,100,"0.1 mm/min"
618.6,.262,41.3173,-1.621,0,100,"0.1 mm/min"
618.7,.261,41.2549,-1.62,0,100,"0.1 mm/min"
618.8,.261,41.1987,-1.62,0,100,"0.1 mm/min"
618.9,.261,41.1581,-1.62,0,100,"0.1 mm/min"
619,.261,41.1019,-1.62,0,100,"0.1 mm/min"
619.1,.261,41.0488,-1.62,0,100,"0.1 mm/min"
619.2,.261,40.9864,-1.62,0,100,"0.1 mm/min"
619.3,.261,40.9458,-1.62,0,100,"0.1 mm/min"
619.4,.261,40.8896,-1.62,0,100,"0.1 mm/min"
619.5,.261,40.8334,-1.62,0,100,"0.1 mm/min"
619.6,.26,40.7741,-1.619,0,100,"0.1 mm/min"
619.7,.26,40.7241,-1.619,0,100,"0.1 mm/min"
619.8,.26,40.6617,-1.619,0,100,"0.1 mm/min"
